carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price,volume,median_carat_by_color
-1.050490614918933,1.5709775768372145,-1.0996719906799668,-1.3203982630134226,-1.273527081105405,-1.146014732030567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,339,-1.9270959087144997,1.11
-1.1981678055010725,0.7333444159666523,-0.6521385410756766,-1.6056667279824912,-1.6062404914332329,-1.5286177417741835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,340,-3.9424380146735656,1.11
-1.2192645470128067,-0.9419219057744668,1.5855287069457735,-1.6502399256339084,-1.6587741878007844,-1.7128340057248137,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,342,-4.688669658399679,0.7
-1.0293938734071988,0.3145278355313762,-1.5472054402842568,-1.2312518677105888,-1.1947265365540771,-1.1743556957152792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344,-1.7274881258726735,1.11
-1.261458030036275,-1.081527432586224,2.033062156550064,-1.730471681406459,-1.7375747323521118,-1.797856896778951,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,345,-5.405839029674868,0.53
-1.0082971318954643,-0.5929080887450668,0.2429283581329035,-1.2045079491197386,-1.1509484562477843,-1.2168671412423475,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,-1.6869752434658052,0.53
-1.050490614918933,0.1749223087196142,-1.5472054402842568,-1.2669104258317223,-1.2209933847378536,-1.2168671412423475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,348,-1.8823586982442235,1.0
-1.050490614918933,1.1521609964019333,-1.5472054402842568,-1.338227542073989,-1.2647714650441464,-1.1885261775576352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,351,-2.01164236951644,1.11
-1.050490614918933,1.4313720500254523,-0.6521385410756766,-1.338227542073989,-1.2910383132279224,-1.1743556957152792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,351,-2.0289378921812884,1.11
-1.050490614918933,0.6635416525607762,0.6904618077371937,-1.3560568211345565,-1.282282697166664,-1.24520810492706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,351,-2.1652278695314484,1.11
-1.050490614918933,1.0823582329960524,-0.6521385410756766,-1.3114836234831393,-1.256015848982888,-1.1743556957152792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,351,-1.9344506282053366,1.0
-1.1981678055010725,1.4313720500254523,-1.0996719906799668,-1.6769838442247584,-1.5887292593107154,-1.5002767780894712,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,352,-3.9971473635408548,0.53
-1.1981678055010725,-0.5231053253391859,-0.2046050914713865,-1.596752088452208,-1.5537067950656809,-1.5994701509859643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,353,-3.9681008175383417,0.9
-1.0293938734071988,-1.6399495398332669,2.033062156550064,-1.1955933095894553,-1.142192840186526,-1.3018900322964846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,353,-1.7778585779314007,1.11
-1.0293938734071988,-2.547385464109705,2.033062156550064,-1.1510201119380377,-1.1071703759414917,-1.3444014778235536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,353,-1.7132721307980385,1.11
-1.1981678055010725,-0.9419219057744668,0.2429283581329035,-1.5700081698613575,-1.509928714759388,-1.5994701509859643,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,354,-3.7917046086346056,0.7
-1.1770710639893385,0.5239361257490143,-0.2046050914713865,-1.5700081698613575,-1.571218027188198,-1.5144472599318273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,355,-3.735876572972479,1.0
-1.050490614918933,0.3145278355313762,-0.2046050914713865,-1.293654344422572,-1.256015848982888,-1.231037623084704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,357,-2.000251924673806,1.11
-1.1981678055010725,-0.8721191423685858,1.5855287069457735,-1.5789228093916412,-1.544951179004422,-1.6136406328283208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,357,-3.9362482452446255,0.53
-1.1981678055010725,-0.5929080887450668,-0.2046050914713865,-1.5789228093916412,-1.5274399468819049,-1.5852996691436083,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,357,-3.8232827037928967,0.7
-1.1981678055010725,-1.2211329593979858,-0.2046050914713865,-1.5432642512705077,-1.4924174826368704,-1.5994701509859643,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402,-3.683890932918489,0.7
-1.1981678055010725,-1.3607384862097478,-0.2046050914713865,-1.507605693149374,-1.466150634453095,-1.5852996691436083,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402,-3.5041099957686255,0.7
-1.1981678055010725,-0.7325136155568238,0.6904618077371937,-1.5700081698613575,-1.509928714759388,-1.5852996691436083,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402,-3.758112058454714,0.53
-1.1981678055010725,-1.570146776427386,0.2429283581329035,-1.5343496117402242,-1.466150634453095,-1.6136406328283208,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402,-3.6300260500017827,0.53
-1.1981678055010725,0.1051195453137332,0.2429283581329035,-1.6145813675127747,-1.5537067950656809,-1.556958705458896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402,-3.9057648763149255,0.53
-1.1981678055010725,-2.477582700703824,0.6904618077371937,-1.4897764140888077,-1.4486394023305773,-1.6561520783553891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402,-3.5742226438914773,0.7
-1.1981678055010725,1.6407803402430905,0.6904618077371937,-1.6948131232853252,-1.6500185717395257,-1.5286177417741835,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402,-4.274738439458543,0.53
-1.0293938734071988,1.5709775768372145,-1.5472054402842568,-1.2847397048922888,-1.2472602329216296,-1.1176737683458546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,402,-1.7909657481584969,0.9
-1.1348775809658698,-0.6627108521509478,0.6904618077371937,-1.4273739373768235,-1.3785944738405085,-1.4435948507200465,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,403,-2.840662382689305,0.53
-0.9872003903837304,0.0353167819078522,-1.0996719906799668,-1.106446914286621,-1.072147911696457,-1.0751623228187863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,403,-1.275437914158084,1.0
-0.9872003903837304,-0.3834997985274238,-0.6521385410756766,-1.106446914286621,-1.0809035277577157,-1.1176737683458546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,403,-1.3366957721514587,1.0
-0.9872003903837304,-0.4533025619333048,-0.6521385410756766,-1.106446914286621,-1.0371254474514224,-1.1035032865034986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,403,-1.2662967823880116,1.11
-1.1348775809658698,2.408610737707777,-0.6521385410756766,-1.5521788908007907,-1.5011730986981295,-1.316060514138841,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,403,-3.066538384273292,0.53
-1.1348775809658698,-2.337977173892067,2.480595606154354,-1.3738861001951226,-1.3085495453504394,-1.5286177417741835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,403,-2.748145967495857,0.53
-1.0082971318954643,0.9427527061842952,-0.6521385410756766,-1.240166507240872,-1.1947265365540771,-1.1176737683458546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,403,-1.6560123322487503,0.9
-1.0715873564306673,0.4541333623431333,0.2429283581329035,-1.3293129025437058,-1.2910383132279224,-1.2593785867694165,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,403,-2.1613378326017867,0.7
-1.0082971318954643,0.0353167819078522,-1.0996719906799668,-1.2312518677105888,-1.1509484562477843,-1.1743556957152792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,403,-1.6641881893694233,0.9
-1.0082971318954643,1.4313720500254523,-0.6521385410756766,-1.2223372281803049,-1.185970920492819,-1.0609918409764298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,403,-1.5380736207439545,0.9
-1.155974322477604,1.0823582329960524,1.1379952573414838,-1.5432642512705077,-1.4924174826368704,-1.4152538870353342,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,404,-3.2596050379641412,0.53
-1.0715873564306673,-0.7325136155568238,1.1379952573414838,-1.2490811467711551,-1.1947265365540771,-1.2735490686117723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,404,-1.9005305102657946,0.9
-1.1770710639893385,-0.5929080887450668,1.5855287069457735,-1.5254349722099412,-1.4924174826368704,-1.5427882236165396,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,404,-3.5122897949253935,0.7
-1.1981678055010725,0.1051195453137332,-1.5472054402842568,-1.6056667279824912,-1.5624624111269394,-1.556958705458896,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,404,-3.906088514125995,0.7
-1.0082971318954643,-0.5929080887450668,-1.0996719906799668,-1.1421054724077544,-1.0984147598802323,-1.1601852138729227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,404,-1.4554587413736715,1.0
-1.2192645470128067,-0.1042887449039047,0.2429283581329035,-1.6056667279824912,-1.6149961074944912,-1.5994701509859643,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,404,-4.147658849405518,0.53
-1.2192645470128067,-1.709752303239148,2.033062156550064,-1.623496007043058,-1.62375172355575,-1.7411749694095262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,404,-4.590006125767697,0.53
-1.050490614918933,-0.5231053253391859,0.6904618077371937,-1.2758250653620058,-1.229749000799112,-1.2877195504541288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,405,-2.020360634128147,1.0
-1.050490614918933,-1.709752303239148,1.5855287069457735,-1.1599347514683216,-1.185970920492819,-1.316060514138841,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,405,-1.810437178749829,1.11
-1.050490614918933,0.5937388891548953,-0.2046050914713865,-1.3203982630134226,-1.273527081105405,-1.231037623084704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,405,-2.070067251855258,1.0
-1.050490614918933,0.8729499427784143,-0.2046050914713865,-1.293654344422572,-1.2385046168603704,-1.1743556957152792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,405,-1.8815490295582935,1.0
-1.050490614918933,1.0125554695901762,-1.0996719906799668,-1.3203982630134226,-1.2647714650441464,-1.1885261775576352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,405,-1.9848411477148153,1.0
-0.945006907360262,-0.5929080887450668,-0.2046050914713865,-1.061873716635204,-1.002102983206388,-1.0751623228187863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,552,-1.144087559489124,1.0
-1.050490614918933,0.5937388891548953,0.6904618077371937,-1.338227542073989,-1.282282697166664,-1.24520810492706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,552,-2.136759702627281,0.53
-1.050490614918933,0.5239361257490143,-0.2046050914713865,-1.2847397048922888,-1.2385046168603704,-1.2026966593999917,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,552,-1.9136780731027085,0.53
-1.050490614918933,0.2447250721254952,-0.6521385410756766,-1.2758250653620058,-1.229749000799112,-1.2168671412423475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,552,-1.9091971293462722,0.53
-0.7973297167781225,-0.1740915083097858,0.6904618077371937,-0.8479223679084023,-0.7832125816749225,-0.8200936496563749,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,552,-0.5446270358616175,1.0
-1.0926840979424013,-0.2438942717156667,-0.6521385410756766,-1.3738861001951226,-1.326060777472957,-1.3585719596659094,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,553,-2.4751231149279382,0.7
-1.0082971318954643,0.1749223087196142,-0.965411955798681,-1.1955933095894553,-1.1509484562477843,-1.146014732030567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,553,-1.5769922222225088,1.0
-1.0293938734071988,1.0823582329960524,-0.2046050914713865,-1.2490811467711551,-1.256015848982888,-1.146014732030567,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,553,-1.7979432242714928,0.7
-1.0293938734071988,0.0353167819078522,0.2429283581329035,-1.2312518677105888,-1.2385046168603704,-1.2168671412423475,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,553,-1.8556142385012504,0.7
-1.1770710639893385,-0.7325136155568238,0.2429283581329035,-1.5343496117402242,-1.4924174826368704,-1.556958705458896,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,553,-3.5652644581401156,0.53
-1.1770710639893385,-0.1740915083097858,1.1379952573414838,-1.5700081698613575,-1.5186843308206464,-1.5427882236165396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,553,-3.67854217459324,0.53
-1.050490614918933,0.9427527061842952,-0.6521385410756766,-1.2847397048922888,-1.282282697166664,-1.1885261775576352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,554,-1.9579774234504834,0.9
-1.050490614918933,0.8031471793725333,0.6904618077371937,-1.293654344422572,-1.3085495453504394,-1.2168671412423475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,554,-2.059925844013333,0.9
-1.050490614918933,0.5239361257490143,-0.2046050914713865,-1.2847397048922888,-1.299793929289181,-1.231037623084704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,554,-2.055705872577488,0.9
-1.050490614918933,1.3615692866195763,-0.2046050914713865,-1.293654344422572,-1.2910383132279224,-1.1601852138729227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,554,-1.9376918306651498,0.9
-1.1348775809658698,-1.779555066645024,1.1379952573414838,-1.3738861001951226,-1.326060777472957,-1.4861062962471148,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,-2.707472371199035,0.7
-1.1348775809658698,-1.290935722803867,0.2429283581329035,-1.4095446583162563,-1.3173051614116975,-1.4577653325624031,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,-2.7067793308029615,0.53
-1.1348775809658698,0.4541333623431333,-1.5472054402842568,-1.4719471350282405,-1.4048613220242845,-1.386912923350622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,-2.867971712316162,0.53
-1.1348775809658698,0.7333444159666523,1.1379952573414838,-1.5343496117402242,-1.4749062505143535,-1.4294243688776906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,-3.234818555149355,0.53
-1.1348775809658698,0.5937388891548953,0.6904618077371937,-1.4897764140888077,-1.439883786269319,-1.4010834051929784,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,554,-3.0054708831303643,0.53
-1.1348775809658698,1.1521609964019333,0.6904618077371937,-1.5432642512705077,-1.4836618665756118,-1.4010834051929784,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,554,-3.208035901238571,0.53
-1.1348775809658698,0.2447250721254952,1.1379952573414838,-1.516520332679657,-1.4136169380855428,-1.4294243688776906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,554,-3.064369699981281,0.53
-1.1348775809658698,0.8031471793725333,0.2429283581329035,-1.5254349722099412,-1.466150634453095,-1.4152538870353342,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,-3.165240017821844,0.53
-0.8817166828250593,-0.1042887449039047,-0.6521385410756766,-0.9638126818020863,-0.932058054716319,-0.9476279862375804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,554,-0.8512820550091221,1.0
-1.1348775809658698,-2.686990990921467,1.1379952573414838,-1.347142181604273,-1.299793929289181,-1.5427882236165396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,554,-2.701433333199602,0.53
-1.1770710639893385,0.3843305989372522,0.6904618077371937,-1.5878374489219242,-1.5887292593107154,-1.5427882236165396,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,554,-3.891905168821258,0.7
-1.1770710639893385,-0.3834997985274238,0.2429283581329035,-1.5343496117402242,-1.5537067950656809,-1.556958705458896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,554,-3.7116796601921616,0.9
-1.1770710639893385,-0.6627108521509478,0.6904618077371937,-1.5254349722099412,-1.5186843308206464,-1.556958705458896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,554,-3.6069349086288476,0.9
-1.1770710639893385,-0.7325136155568238,0.2429283581329035,-1.4808617745585235,-1.4836618665756118,-1.5286177417741835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,554,-3.3585232042271422,0.9
-1.0082971318954643,0.8031471793725333,0.2429283581329035,-1.2312518677105888,-1.229749000799112,-1.146014732030567,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,554,-1.735216150360862,1.0
-0.2066209544495647,0.5239361257490143,-0.2046050914713865,-0.0277755311223297,-0.0127183682841641,0.0443057427273515,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2757,1.565142160333525e-05,0.53
0.1309269097381826,-4.641468366286105,5.165796303780095,0.6408224336489251,0.521374211452612,-0.026546666484429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2757,-0.008869461371519291,0.53
-0.2066209544495647,-0.1042887449039047,-0.6521385410756766,-0.0277755311223297,-0.056496448590457,-0.0548876301691414,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2757,-8.613070477832698e-05,0.7
-0.1855242129378305,0.4541333623431333,-0.2046050914713865,-0.0456048101828969,-0.0039627522229049,0.0301352608849957,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2759,5.446061311101407e-06,0.53
-0.0378470223556909,1.4313720500254523,-0.6521385410756766,0.0702855037107871,0.1011046405121978,0.2568629703626947,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2759,0.0018253172218571454,0.7
-0.2066209544495647,-2.966202044544986,0.2429283581329035,0.1059440618319207,0.1448827208184915,-0.2249334122774156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2759,-0.003452607299027338,0.53
-0.2066209544495647,-1.6399495398332669,2.033062156550064,-0.0188608915920465,0.0223040959608703,-0.1965924485927033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2759,8.270155504370367e-05,0.7
